adref,created,salary_max,longitude,salary_min,id,description,latitude,redirect_url,title,salary_is_predicted,contract_time,__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDEwNCIsInMiOiIta2QzUUhKUThSRzZucGdGZHphTGh3In0.VpKWsmN-XefnPUzn0750xAMoLWqkhcR4vhKz89IlzO0,2026-05-15T09:19:24Z,95000.0,-111.990929,65000.0,5730404104,"Hiring CDL A OTR Drivers | 2,400-2,700 miles per week. Redbone Trucking was founded in 2005 with one truck and a 25-year-old that just loved driving. in 19 yrs. Our company has grown to over 200 employees but we've never lost sight of our roots. In fact, most of our office staff still have an active CDL. Position Details: 2. Pay tiers: 1-2 year .53 CPM  .3 safety & performance bonus (bonus paid once per month) 2-3 year .55 CPM  .3 safety & perform 3 years .57 CPM  .3 safety & performance bonus …",41.269487,https://www.adzuna.com/land/ad/5730404104?se=-kd3QHJQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=10EF33FCF6FB37E8D99FBA7A5A5505C2FEA57D09,Truck Driver Company - 1yr EXP Required - OTR - Dry Van - $65k - $95k per year - Redbone Trucking,0,full_time,Adzuna::API::Response::Job,"Harrisville, Weber County",Adzuna::API::Response::Location,"['US', 'Utah', 'Weber County', 'Harrisville']",Adzuna::API::Response::Company,Redbone Trucking,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDA4NyIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.cX5r-FHyzB1E_HO1UX0N_-qghdgIDtbBiHL2ZfGAoTE,2026-05-15T09:19:24Z,68943.24,-85.912192,68943.24,5730404087,"Hiring LOCAL Drivers | Earn $1,300 – $1,400 Gross Weekly | Local Runs. CDL Class A Local Driver – Home Most Nights We are currently hiring an experienced CDL Class A driver for a local company position running throughout Tennessee, Alabama, and North Georgia. This is a great opportunity for drivers looking for steady pay, consistent freight, and more time at home. Location Requirement: - Applicants must live within 25 miles of Sherwood, TN or Guntersville, AL Position Details: Local runs – home…",35.048617,https://www.adzuna.com/land/ad/5730404087?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=FF30CA01197FB870633B04B00BCC928DEA79DD91,CDL-A Company Driver - 1yr EXP Required - Local - Dry Bulk & Pneumatic - Schwend Inc.,1,full_time,Adzuna::API::Response::Job,"Orme, Marion County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Marion County', 'Orme']",Adzuna::API::Response::Company,Schwend Inc.,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDEyMSIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.OaUe7ZZpzMQK-ix3wtzFOakWy51OHE4mjn6XDGxUO8I,2026-05-15T09:19:24Z,74525.16,-94.180997,74525.16,5730404121,"OTR CDL-A Refrigerated Driver Private Fleet– Weekly Guarantee. Company Overview Our drivers are elite professionals who take pride in helping put food on the table for millions of Americans every night. We recognize the importance of the products we haul and the role we play in “What’s for dinner?” Guided by our core values of honesty and integrity, we have earned recognition from multiple industry groups for our outstanding service and commitment to safety. PAY AND INCENTIVES: Longevity increa…",45.529034,https://www.adzuna.com/land/ad/5730404121?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=D5337C166E81D57DA07DB30DC678C03387BAFF30,Truck Driver Company - 1yr EXP Required - OTR - America's Service Line,1,full_time,Adzuna::API::Response::Job,"Forada, Stearns County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Stearns County', 'Forada']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDA2OCIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.TCvEMnrWVSEBzEMXfKhd9xF-YRodJuAN6oHZG8tyVUU,2026-05-15T09:19:24Z,68822.3,-85.912192,68822.3,5730404068,"Hiring LOCAL Drivers | Earn $1,300 – $1,400 Gross Weekly | Local Runs. CDL Class A Local Driver – Home Most Nights We are currently hiring an experienced CDL Class A driver for a local company position running throughout Tennessee, Alabama, and North Georgia. This is a great opportunity for drivers looking for steady pay, consistent freight, and more time at home. Location Requirement: - Applicants must live within 25 miles of Sherwood, TN or Guntersville, AL Position Details: Local runs – home…",35.048617,https://www.adzuna.com/land/ad/5730404068?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=0C0A0DF630274E91F0A03E04E0CE1040F429E65B,Class A CDL Company Driver - 1yr EXP Required - Local - Dry Bulk & Pneumatic - Schwend Inc.,1,full_time,Adzuna::API::Response::Job,"Orme, Marion County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Marion County', 'Orme']",Adzuna::API::Response::Company,Schwend Inc.,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDA4MyIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.urtwxXS8hsHP00Od35SIhSDh6nvxmRkinfcwmfW9Bac,2026-05-15T09:19:24Z,66252.07,-81.693448,66252.07,5730404083,"Hiring CDL-A Drivers For DEDICATED ACCOUNT. Benefits: You will be eligible to participate in our healthcare benefits the 1st of the month following 60 days of employment. Healthcare Benefits include the following insurance: Medical, Dental, Vision, Short Term Disability, Accidental Death & Dismemberment, Optional Life, Dependent Life, Critical Illness and Accident. Additionally, Rural King has the following benefits focused on Wellness: Smoking Cessation Program, MyQHealth Care Coordinator assi…",41.483702,https://www.adzuna.com/land/ad/5730404083?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=EEEB34078EE2F66F0ADC20A2541A6BF52512708D,CDL-A Company Driver - 1yr EXP Required - Dedicated - Dry Van - Rural King,1,full_time,Adzuna::API::Response::Job,"Newburgh Heights, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Newburgh Heights']",Adzuna::API::Response::Company,Rural King,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNVBhZ1FYSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA0MTA3In0.KbA6W0Sg2DtBYH44hHndZe3nE0wWfzxpQJ3ee5NNoCA,2026-05-15T09:19:24Z,73893.53,-90.215277,73893.53,5730404107,"OTR CDL-A Refrigerated Driver Private Fleet– Weekly Guarantee. Company Overview Our drivers are elite professionals who take pride in helping put food on the table for millions of Americans every night. We recognize the importance of the products we haul and the role we play in “What’s for dinner?” Guided by our core values of honesty and integrity, we have earned recognition from multiple industry groups for our outstanding service and commitment to safety. PAY AND INCENTIVES: Longevity increa…",38.63037,https://www.adzuna.com/land/ad/5730404107?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=A50294F1CC3AB3D46A81C494A42F486AE71E7C9C,Class A CDL Company Driver - 1yr EXP Required - OTR - America's Service Line,1,full_time,Adzuna::API::Response::Job,"Saint Louis, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNVBhZ1FYSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA0MDcxIn0.GYvm40FR-HqmKaQbgBVno8IxpY4xTFIfcMByYYeCzD0,2026-05-15T09:19:24Z,55566.77,-73.060278,55566.77,5730404071,"Location Detail: 100 Grand Street New Britain (10126) Shift Detail: 7pm-7:30am x3, EOW/EOH Work where every moment matters. Every day, over 40,000 Hartford HealthCare colleagues come to work with one thing in common: Pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut’s most comprehensive healthcare network. The Hospital of Central Connecticut is an acute-care community teaching hospital, we provide comprehensive inpatient and outpatient services …",41.771111,https://www.adzuna.com/land/ad/5730404071?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=BE21A31EAD3E6B2F7F7095DC6B08CE070C9F1E8B,RN Emergency Department,1,,Adzuna::API::Response::Job,"Harwinton, Litchfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Litchfield County', 'Harwinton']",Adzuna::API::Response::Company,The Hospital of Central Connecticut,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNVBhZ1FYSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA0MDc2In0.BmkpY0oqhkBSbWb0JWWPB7-TU5IhK29aBP_yn9C4HKc,2026-05-15T09:19:24Z,95000.0,-113.600689,65000.0,5730404076,"Hiring CDL A OTR Drivers | 2,400-2,700 miles per week. Redbone Trucking was founded in 2005 with one truck and a 25-year-old that just loved driving. in 19 yrs. Our company has grown to over 200 employees but we've never lost sight of our roots. In fact, most of our office staff still have an active CDL. Position Details: 2. Pay tiers: 1-2 year .53 CPM  .3 safety & performance bonus (bonus paid once per month) 2-3 year .55 CPM  .3 safety & perform 3 years .57 CPM  .3 safety & performance bonus …",37.119476,https://www.adzuna.com/land/ad/5730404076?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=52A4CFB45BE01A032BCB40CEB006DB417B425AE6,Truck Driver Company - 1yr EXP Required - OTR - Dry Van - $65k - $95k per year - Redbone Trucking,0,full_time,Adzuna::API::Response::Job,"Santa Clara, Washington County",Adzuna::API::Response::Location,"['US', 'Utah', 'Washington County', 'Santa Clara']",Adzuna::API::Response::Company,Redbone Trucking,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNVBhZ1FYSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA0MTE3In0.DmW4ErqjDIdL1X2B4CuI8fewNRI1ExEFAS7Lh02DCTM,2026-05-15T09:19:24Z,69086.33,-84.502154,69086.33,5730404117,"OTR CDL-A Refrigerated Driver Private Fleet– Weekly Guarantee. Company Overview Our drivers are elite professionals who take pride in helping put food on the table for millions of Americans every night. We recognize the importance of the products we haul and the role we play in “What’s for dinner?” Guided by our core values of honesty and integrity, we have earned recognition from multiple industry groups for our outstanding service and commitment to safety. PAY AND INCENTIVES: Longevity increa…",39.105431,https://www.adzuna.com/land/ad/5730404117?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=52997F3246FF63E8E45097EA64D5D8C8E603C60F,Class A CDL Company Driver - 1yr EXP Required - OTR - America's Service Line,1,full_time,Adzuna::API::Response::Job,"Cincinnati, Hamilton County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Cincinnati']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNVBhZ1FYSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA0MDY5In0.F6eu73BRgyOQTHbtAQ1Fr9OSjFs1JLzzeV2qpX4_Rms,2026-05-15T09:19:24Z,95000.0,-112.0696,65000.0,5730404069,"Hiring CDL A OTR Drivers | 2,400-2,700 miles per week. Redbone Trucking was founded in 2005 with one truck and a 25-year-old that just loved driving. in 19 yrs. Our company has grown to over 200 employees but we've never lost sight of our roots. In fact, most of our office staff still have an active CDL. Position Details: 2. Pay tiers: 1-2 year .53 CPM  .3 safety & performance bonus (bonus paid once per month) 2-3 year .55 CPM  .3 safety & perform 3 years .57 CPM  .3 safety & performance bonus …",33.4492,https://www.adzuna.com/land/ad/5730404069?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=E248369F77402B482D9D91BBDE92BB22C6CCF736,CDL-A Company Driver - 1yr EXP Required - OTR - Dry Van - $65k - $95k per year - Redbone Trucking,0,full_time,Adzuna::API::Response::Job,"Phoenix, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Company,Redbone Trucking,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNVBhZ1FYSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA0MDkzIn0.WEfMrPwGQ4Zj0MLUl9ysRYl8RJqzO97Tcsm4Zg6KuOw,2026-05-15T09:19:24Z,72138.43,-87.8307,72138.43,5730404093,"OTR CDL-A Refrigerated Driver Private Fleet– Weekly Guarantee. Company Overview Our drivers are elite professionals who take pride in helping put food on the table for millions of Americans every night. We recognize the importance of the products we haul and the role we play in “What’s for dinner?” Guided by our core values of honesty and integrity, we have earned recognition from multiple industry groups for our outstanding service and commitment to safety. PAY AND INCENTIVES: Longevity increa…",42.69468,https://www.adzuna.com/land/ad/5730404093?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=0A7AA20EB68B46DAF00D96667D90218E845EBF52,Truck Driver Company - 1yr EXP Required - OTR - America's Service Line,1,full_time,Adzuna::API::Response::Job,"Mount Pleasant, Racine County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Racine County', 'Mount Pleasant']",Adzuna::API::Response::Company,America's Service Line,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDA2MyIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.cpmnZuRURdlTcjbBesHKyhyF6lYKEiQyNPvRfV2TyP0,2026-05-15T09:19:23Z,59601.88,-86.326414,59601.88,5730404063,"Hiring LOCAL Drivers | Earn $1,300 – $1,400 Gross Weekly | Local Runs. CDL Class A Local Driver – Home Most Nights We are currently hiring an experienced CDL Class A driver for a local company position running throughout Tennessee, Alabama, and North Georgia. This is a great opportunity for drivers looking for steady pay, consistent freight, and more time at home. Location Requirement: - Applicants must live within 25 miles of Sherwood, TN or Guntersville, AL Position Details: Local runs – home…",34.34066,https://www.adzuna.com/land/ad/5730404063?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=73691CFE16721EF42FE1A8AE3A34BD6E9555DF1A,Local Truck Driver - 1yr EXP Required - Dry Bulk & Pneumatic - Schwend Inc.,1,full_time,Adzuna::API::Response::Job,"Guntersville, Marshall County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Marshall County', 'Guntersville']",Adzuna::API::Response::Company,Schwend Inc.,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwNDAyMCIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.xmXpNcocdBQew1QHV2wb0UyNIzWsDpW5at-PjdmfWjs,2026-05-15T09:19:23Z,95000.0,-88.40748,65000.0,5730404020,"Hiring CDL A OTR Drivers | 2,400-2,700 miles per week. Redbone Trucking was founded in 2005 with one truck and a 25-year-old that just loved driving. in 19 yrs. Our company has grown to over 200 employees but we've never lost sight of our roots. In fact, most of our office staff still have an active CDL. Position Details: 2. Pay tiers: 1-2 year .53 CPM  .3 safety & performance bonus (bonus paid once per month) 2-3 year .55 CPM  .3 safety & perform 3 years .57 CPM  .3 safety & performance bonus …",44.2668,https://www.adzuna.com/land/ad/5730404020?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=1061CB90064D80B48C98C3D914AD66D8A28381E9,Class A CDL Company Driver - 1yr EXP Required - OTR - Dry Van - $65k - $95k per year - Redbone Trucking,0,full_time,Adzuna::API::Response::Job,"Appleton, Outagamie County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Outagamie County', 'Appleton']",Adzuna::API::Response::Company,Redbone Trucking,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNVBhZ1FYSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA0MDI4In0.-1AxaFXboTxNEVVAAbxEfPpfpShW6Qmn4fKVZ62dCXQ,2026-05-15T09:19:23Z,95000.0,-87.898317,65000.0,5730404028,"Hiring CDL A OTR Drivers | 2,400-2,700 miles per week. Redbone Trucking was founded in 2005 with one truck and a 25-year-old that just loved driving. in 19 yrs. Our company has grown to over 200 employees but we've never lost sight of our roots. In fact, most of our office staff still have an active CDL. Position Details: 2. Pay tiers: 1-2 year .53 CPM  .3 safety & performance bonus (bonus paid once per month) 2-3 year .55 CPM  .3 safety & perform 3 years .57 CPM  .3 safety & performance bonus …",43.046598,https://www.adzuna.com/land/ad/5730404028?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=2ADE3E860941028762134B3BB4EB5164DDF29E2B,CDL-A Company Driver - 1yr EXP Required - OTR - Dry Van - $65k - $95k per year - Redbone Trucking,0,full_time,Adzuna::API::Response::Job,"Milwaukee, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Milwaukee']",Adzuna::API::Response::Company,Redbone Trucking,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwMzk5MyIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.kT_tHfogdpM_qL21M9b-y64w2oFb3gn3ySzjGlPec_E,2026-05-15T09:19:23Z,95000.0,-120.433448,65000.0,5730403993,"Hiring CDL A OTR Drivers | 2,400-2,700 miles per week. Redbone Trucking was founded in 2005 with one truck and a 25-year-old that just loved driving. in 19 yrs. Our company has grown to over 200 employees but we've never lost sight of our roots. In fact, most of our office staff still have an active CDL. Position Details: 2. Pay tiers: 1-2 year .53 CPM  .3 safety & performance bonus (bonus paid once per month) 2-3 year .55 CPM  .3 safety & perform 3 years .57 CPM  .3 safety & performance bonus …",43.775635,https://www.adzuna.com/land/ad/5730403993?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=B81B3B6A3EBF4DDA9EB052C9EADB1E0632983023,Class A CDL Company Driver - 1yr EXP Required - OTR - Dry Van - $65k - $95k per year - Redbone Trucking,0,full_time,Adzuna::API::Response::Job,"Brothers, Deschutes County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Deschutes County', 'Brothers']",Adzuna::API::Response::Company,Redbone Trucking,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwMzk5NSIsInMiOiI1UGFnUVhKUThSR2hMZmxnYnVLUDdnIn0.N1qA12ibUzxnMHo3HR9xeOOhnu-OvBRX9BijKYgp3wY,2026-05-15T09:19:23Z,95000.0,-104.636987,65000.0,5730403995,"Hiring CDL A OTR Drivers | 2,400-2,700 miles per week. Redbone Trucking was founded in 2005 with one truck and a 25-year-old that just loved driving. in 19 yrs. Our company has grown to over 200 employees but we've never lost sight of our roots. In fact, most of our office staff still have an active CDL. Position Details: 2. Pay tiers: 1-2 year .53 CPM  .3 safety & performance bonus (bonus paid once per month) 2-3 year .55 CPM  .3 safety & perform 3 years .57 CPM  .3 safety & performance bonus …",38.231366,https://www.adzuna.com/land/ad/5730403995?se=5PagQXJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=DE79B8C8ADE6CFA7FDDC7D929C5D19FCD3E5AE15,Truck Driver Company - 1yr EXP Required - OTR - Dry Van - $65k - $95k per year - Redbone Trucking,0,full_time,Adzuna::API::Response::Job,"Bessemer, Pueblo County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Pueblo County', 'Bessemer']",Adzuna::API::Response::Company,Redbone Trucking,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
