title,salary_min,description,salary_is_predicted,salary_max,adref,latitude,redirect_url,created,__CLASS__,longitude,id,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.tag,category.label,category.__CLASS__,contract_time,contract_type
Licensed Clinical Psychologist (No Associates) - Remote,135370.94,"About Rula Rula is a comprehensive behavioral health solution that works with a network of licensed clinicians to deliver high-quality care to individuals, couples, and families. By taking care of all the new client marketing and administrative heavy-lifting, we allow providers at Rula to focus on what they do best; helping clients get better. We are expanding our network of licensed providers in Washington. Providers in the Rula network are 1099 contractors, have no minimum caseloads and compl…",1,135370.94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzc4NyIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.OXT2eeJX-QQSAJkwPFa6RnxOREfhO_DDekAyT54YFzY,47.09973,https://www.adzuna.com/land/ad/5743627787?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=810CB245A81C3161FBB6BE2BC8D01DCADDF58047,2026-05-28T12:47:17Z,Adzuna::API::Response::Job,-122.32557,5743627787,Rula Health,Adzuna::API::Response::Company,"['US', 'Washington', 'Pierce County', 'South Hill']",Adzuna::API::Response::Location,"South Hill, Pierce County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Licensed Clinical Psychologist (No Associates) - Remote,150827.2,"About Rula Rula is a comprehensive behavioral health solution that works with a network of licensed clinicians to deliver high-quality care to individuals, couples, and families. By taking care of all the new client marketing and administrative heavy-lifting, we allow providers at Rula to focus on what they do best; helping clients get better. We are expanding our network of licensed providers in Washington. Providers in the Rula network are 1099 contractors, have no minimum caseloads and compl…",1,150827.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV08wOXFyWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI3NzkwIn0.exg8mYDVuvHys69LzAvRDGlJRNg1SoCy6LRPxfhQsw8,45.643289,https://www.adzuna.com/land/ad/5743627790?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=FA347F58B88ED67BD46684A50B782705C14BD488,2026-05-28T12:47:17Z,Adzuna::API::Response::Job,-122.623848,5743627790,Rula Health,Adzuna::API::Response::Company,"['US', 'Washington', 'Clark County', 'Salmon Creek']",Adzuna::API::Response::Location,"Salmon Creek, Clark County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapist PRN - Acute Care,53370.81,"Hours of Work : Varies 8-5 Days Of Week : Regular weekdays & weekend requirement Work Shift : Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect patient care using the Practice of Physical Therapy Act/Rules proc…",1,53370.81,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzY4NCIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.TQPXRCxvnx66CwGMTvOcjcI0b83Tt05SaFplcBxy4iE,32.735565,https://www.adzuna.com/land/ad/5743627684?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=30E58858EBBEF92FAD4C21476BF12CCA904B5BBD,2026-05-28T12:47:13Z,Adzuna::API::Response::Job,-96.886387,5743627684,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Dallas', 'Cockrell Hill']",Adzuna::API::Response::Location,"Cockrell Hill, Dallas",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapist PRN - Acute Care,49666.67,"Hours of Work : 8:00-4:30 Days Of Week : M-F as needed, with at least 2 weekend days per month (Saturday or Sunday) Work Shift : PRN (United States of America) Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect …",1,49666.67,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzY5NiIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.uMs61en6UdVsw2O6OvPLdUgewy-Q3SE-exHoG0uEJAE,32.847087,https://www.adzuna.com/land/ad/5743627696?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=B08599737781474AC106F0B5C6FA199949ACDAEF,2026-05-28T12:47:13Z,Adzuna::API::Response::Job,-96.964845,5743627696,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Dallas', 'Irving']",Adzuna::API::Response::Location,"Irving, Dallas",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
PRN Physical Therapist - Outpatient,65240.55,"Hours of Work : 7AM-4PM as needed Days Of Week : M-F as needed (PRN) Work Shift : Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect patient care using the Practice of Physical Therapy Act/Rules process (evaluat…",1,65240.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV08wOXFyWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI3Njk0In0.biJgbH8z9XPyt4eOxj6WoYIwFDkK_-O6cq_uPPUKnSA,32.720123,https://www.adzuna.com/land/ad/5743627694?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=076A9A361A726B4F0010EC962876493316ACD2AD,2026-05-28T12:47:13Z,Adzuna::API::Response::Job,-96.674274,5743627694,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Dallas', 'Balch Springs']",Adzuna::API::Response::Location,"Balch Springs, Dallas",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapist PRN - Acute Care,44911.54,"Hours of Work : Varies 8-5 Days Of Week : Regular weekdays & weekend requirement Work Shift : Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect patient care using the Practice of Physical Therapy Act/Rules proc…",1,44911.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV08wOXFyWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI3NzA5In0.U2dZ41wLl-Cy0r5bJO65r6Xf0XyM3uUIax3RgR5VfR8,32.644006,https://www.adzuna.com/land/ad/5743627709?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=447735BB17E9EE568423F4F0C0E95B1798605614,2026-05-28T12:47:13Z,Adzuna::API::Response::Job,-96.550488,5743627709,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Dallas', 'Seagoville']",Adzuna::API::Response::Location,"Seagoville, Dallas",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapist PRN - Acute Care,44790.79,"Hours of Work : 8:00-4:30 Days Of Week : M-F as needed, with at least 2 weekend days per month (Saturday or Sunday) Work Shift : PRN (United States of America) Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect …",1,44790.79,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzY5OCIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.hYJZMrpp4ii78csROPvmUZBFBtKDDBv6OtjmDSQsYHQ,33.016977,https://www.adzuna.com/land/ad/5743627698?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=4C27BB771FFAE1CD8AC506B278D36BA1E64BD450,2026-05-28T12:47:13Z,Adzuna::API::Response::Job,-96.551274,5743627698,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Collin County', 'St Paul']",Adzuna::API::Response::Location,"St Paul, Collin County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
"VP, Collections Digital & Mail Contact Strategy Leader",184394.03,"Role Summary/Purpose: The VP, Collections Digital and Letter Contact Strategy role will lead collections contact strategy development and analytics for Synchrony’s digital (mobile app, email, text) and letter channels, leveraging statistical methods, advanced analytics, and deep domain expertise. Overseeing a global team of three strategy analysts, this role will be accountable for driving superior business outcomes by developing and continuously optimizing data-driven strategies. The VP will m…",1,184394.03,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzY1OCIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.TNc7ZewpAMnF9SZ5kxM6ZjuSVo71W5_VlISDnbE3FW4,28.54236,https://www.adzuna.com/land/ad/5743627658?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=02784868B5C29B52FB40A2E67A36DB369A4F83BA,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-81.37403,5743627658,Synchrony Financial,Adzuna::API::Response::Company,"['US', 'Florida', 'Orange County', 'Orlando']",Adzuna::API::Response::Location,"Orlando, Orange County",accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,,
"AVP, Regional Credit Sales Manager Sam's Club – Los Angeles, CA or Phoenix, AZ",114304.99,"Role Summary/Purpose: This field sales position is responsible to sell Regional & Club level client leadership on the benefits of our products so that they will in turn drive product engagement and in club execution to accomplish/exceed credit goals. Position would be required to maintain relationships through effective and timely communication, attending market/store meetings, develop in store product execution strategies/action plans, and ensure regional strategies are effectively rolled out …",1,114304.99,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV08wOXFyWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI3NjYyIn0.uOjnU1JLwj0435FFpI43a5at-jrhDYCXrn2fMgk82Eg,33.8389,https://www.adzuna.com/land/ad/5743627662?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=BE53C9CDE331DA3361C9A289D7A503BCAB7D251D,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-117.872331,5743627662,Synchrony Financial,Adzuna::API::Response::Company,"['US', 'California', 'Orange County', 'Sunkist']",Adzuna::API::Response::Location,"Sunkist, Orange County",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,,
"AVP, Portfolio Credit Manager",120041.16,"Role Summary/Purpose: This role will support credit risk management of the Travel Cobrand portfolios. You will be responsible for Credit Risk reporting and analysis with primary accountability for identifying and managing consumer credit risk across all components of the cardholder life-cycle through data gathering and analytics. You will support and interact with the client, client teams and with key contacts throughout Synchrony. Our Way of Working: We’re proud to offer you flexibility. At Sy…",1,120041.16,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzY1NyIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.tlMKxfzbqjMT77qh2cZ_9aSQm4zS7gj27qMmU5ckZSA,41.87817,https://www.adzuna.com/land/ad/5743627657?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=D807C850FA0FA7C1D010CAC23553C1B558E70095,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-87.63392,5743627657,Synchrony Financial,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'K-Town']",Adzuna::API::Response::Location,"K-Town, Chicago",accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,,
"AVP, Field Sales Manager",150369.19,"Role Summary/Purpose: This field sales position is responsible to sell Regional & Store level client leadership on the benefits of our products so that they will in turn drive product engagement and in store execution to accomplish /exceed credit goals. Position would be required to maintain relationships through effective and timely communication, attending market/store meetings, develop in store product execution strategies/action plans, and ensure regional strategies are effectively rolled o…",1,150369.19,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV08wOXFyWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI3NjU5In0.oMUMiT-zlZVvUzNYzPEBly4vz8EbGAI8H5PFkotuLO4,25.82478,https://www.adzuna.com/land/ad/5743627659?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=E36EBC7529D42A61FFE55BDEA9431BD555CFAB9A,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-80.28348,5743627659,Synchrony Financial,Adzuna::API::Response::Company,"['US', 'Florida', 'Miami-Dade County', 'Miami Springs']",Adzuna::API::Response::Location,"Miami Springs, Miami-Dade County",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,,
Physical Therapist PRN - Acute Care,62810.25,"Hours of Work : Varies 8-5 Days Of Week : Regular weekdays & weekend requirement Work Shift : Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect patient care using the Practice of Physical Therapy Act/Rules proc…",1,62810.25,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV08wOXFyWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI3NjY4In0.NJolwdglApC8SqPTqGYETYHlU8HelOge1Jll_rGWr2Q,33.15855,https://www.adzuna.com/land/ad/5743627668?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=7BF524F70425DC3C98C3F9FE7920F52D63E0F5FA,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-96.502266,5743627668,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Collin County', 'Princeton']",Adzuna::API::Response::Location,"Princeton, Collin County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapist PRN - Acute Care,48546.88,"Hours of Work : 8:00-4:30 Days Of Week : M-F as needed, with at least 2 weekend days per month (Saturday or Sunday) Work Shift : PRN (United States of America) Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect …",1,48546.88,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV08wOXFyWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI3Njc2In0.hiaB-m1_5nZ09Cy6PqMCGr867HTdR7jewp6guLHR44Y,32.942076,https://www.adzuna.com/land/ad/5743627676?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=80902DD247180246844CABE8CABF548DDC0D6D8B,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-96.376923,5743627676,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Rockwall County', 'Fate']",Adzuna::API::Response::Location,"Fate, Rockwall County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Weekend Physical Therapist PRN,73840.91,"Hours of Work : PRN Days Of Week : Varies (weekday and weekend availability) Work Shift : PRN (United States of America) Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect patient care using the Practice of Phys…",1,73840.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzY2OSIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.eP62ZmNkQCCTSmxJVTJt7VIlEfFjqefJA-9Ae0lQtug,32.472339,https://www.adzuna.com/land/ad/5743627669?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=CD23CEB32197AB055FD3CE1E81EB9F97837967BF,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-96.973258,5743627669,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Ellis County', 'Midlothian']",Adzuna::API::Response::Location,"Midlothian, Ellis County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Physical Therapist PRN - Acute Care,53786.12,"Hours of Work : 8:00-4:30 Days Of Week : M-F as needed, with at least 2 weekend days per month (Saturday or Sunday) Work Shift : PRN (United States of America) Job Description : Your Job: In this highly technical, fast-paced, and rewarding position, you'll collaborate with multidisciplinary team members to provide the very best care for patients. The Physical Therapist PRN responsibility is to render professional and technical physical therapy to assigned patients. Provides direct and indirect …",1,53786.12,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyNzY3OSIsInMiOiJXTzA5cXJaYThSRzdmcFJ5LXNveV93In0.IBiHlofN_aACngdfMKfMqJFRU-PZ95KTZ7QEzw6vx6M,32.618718,https://www.adzuna.com/land/ad/5743627679?se=WO09qrZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=FEC34A41AD7A61554C28D4DA226AF85371C77DF2,2026-05-28T12:47:12Z,Adzuna::API::Response::Job,-96.783263,5743627679,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Dallas', 'Lancaster']",Adzuna::API::Response::Location,"Lancaster, Dallas",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
