title,adref,salary_min,latitude,id,contract_time,description,__CLASS__,redirect_url,longitude,created,salary_is_predicted,salary_max,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_type
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc2MiIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.1nCaA8Nrm_EHqHb5uMUbVJmwZW_Ysw1RVOILU_u23q0,62400.0,32.33908,5890782762,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782762?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=93FE5E3ABBDBD3D4DB9D0EDC02DDCD017B7D8B9A,-90.323554,2026-09-19T12:01:16Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc2NCIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.AbcrxRNmJhwUktCxBqIyQsGuW5C2yxSmj9E6qJZRCXE,0.0,32.33908,5890782764,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782764?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=5217D311C41AC2B893A8D646B46E832391DCA90F,-90.323554,2026-09-19T12:01:16Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clinton, Hinds County","['US', 'Mississippi', 'Hinds County', 'Clinton']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4Mjc0NSIsInMiOiJZQ1o1cUVhMDhSR01XX19nbzV6UWpBIn0.4HYa5miY_-0TzUqO6-q9vlNjFGS2GCbOOA6mYcw3Egk,62400.0,36.301261,5890782745,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782745?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=A443EA7922EA16413FA100FCDA9E4C0A4C7A227D,-88.314607,2026-09-19T12:01:16Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paris, Henry County","['US', 'Tennessee', 'Henry County', 'Paris']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNaNXFFYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzgyNzQ2In0.oAwm3alkblTt0Bf8o3fsW9D7efeP1uQHUoaWiXAhkpQ,62400.0,36.301261,5890782746,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782746?se=YCZ5qEa08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=5E91D508982E2359FF86A77BC3E6F8FCBADB496F,-88.314607,2026-09-19T12:01:16Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paris, Henry County","['US', 'Tennessee', 'Henry County', 'Paris']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic29LSXFVYTA4UkdrNmRDdkhjSHA5ZyIsImkiOiI1ODkwNzgyNzQzIn0.d4ueSR9SUBW6938xoxjOp_DvourxPPtYZ9S05Gp-4go,0.0,39.488789,5890782743,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782743?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=328531E1ABBF2A1F237D79AD9B30270C3BBD1539,-88.176764,2026-09-19T12:01:15Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Charleston, Coles County","['US', 'Illinois', 'Coles County', 'Charleston']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic29LSXFVYTA4UkdrNmRDdkhjSHA5ZyIsImkiOiI1ODkwNzgyNzI4In0.fmv1pz6F3ShBwjCl0C8M0VFaPcjSeZQjw_KVWlET8eg,62400.0,41.59686,5890782728,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782728?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=B87F73C8E5F9C59B6DDA297E1011A52DA57157A1,-86.71482,2026-09-19T12:01:14Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"La Porte, LaPorte County","['US', 'Indiana', 'LaPorte County', 'La Porte']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4MjcyNyIsInMiOiJzb0tJcVVhMDhSR2s2ZEN2SGNIcDlnIn0.FSx6m7jOxGxqtuhpF2a8uhhlslJqJ2WP50irMnQ5fpk,62400.0,41.59686,5890782727,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782727?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=BBFDD88233A40AB96B1D321ABC9274E9640BE8BA,-86.71482,2026-09-19T12:01:14Z,0,89960.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"La Porte, LaPorte County","['US', 'Indiana', 'LaPorte County', 'La Porte']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4MjcxMyIsInMiOiJzb0tJcVVhMDhSR2s2ZEN2SGNIcDlnIn0.Zk8pv53pOthkK1TEDKSfr7tPYN4wbA5x3UwR6jG4hJ8,0.0,40.124876,5890782713,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782713?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=770E26234C42FC2D964634DE51123B718061B106,-86.029732,2026-09-19T12:01:14Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Westfield, Hamilton County","['US', 'Indiana', 'Hamilton County', 'Westfield']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4MjcxMiIsInMiOiJzb0tJcVVhMDhSR2s2ZEN2SGNIcDlnIn0.qU9DYlCjdHeNSf5m4yW7IFYBYdy78op3N7m6pe2LXUc,0.0,40.124876,5890782712,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782712?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=E4F5F84C27AB071810EB965D97B9AC78DB157D56,-86.029732,2026-09-19T12:01:14Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Westfield, Hamilton County","['US', 'Indiana', 'Hamilton County', 'Westfield']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic29LSXFVYTA4UkdrNmRDdkhjSHA5ZyIsImkiOiI1ODkwNzgyNzAxIn0.vYD7DPJb3TfyexwZznN-mUMERKN8TPYnyoSXKdQLaac,0.0,38.352997,5890782701,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782701?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=6965E71F8B302A6EA13927D78E27A1C137C97ADD,-87.56833,2026-09-19T12:01:13Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Princeton, Gibson County","['US', 'Indiana', 'Gibson County', 'Princeton']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic29LSXFVYTA4UkdrNmRDdkhjSHA5ZyIsImkiOiI1ODkwNzgyNzAyIn0.RR1BI6LVQtm_6hecrGTc4ILQRYofzsH6XuBHVYlHcuE,0.0,38.352997,5890782702,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782702?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=88DBCD188F2796ABE875D7A75B04A670EAAFFC56,-87.56833,2026-09-19T12:01:13Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Princeton, Gibson County","['US', 'Indiana', 'Gibson County', 'Princeton']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4MjY4MyIsInMiOiJzb0tJcVVhMDhSR2s2ZEN2SGNIcDlnIn0.G5ML5XlifMIbFaWye8V71LhS9Ng5-D0oPJD1tI0Qblo,0.0,41.299402,5890782683,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782683?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=40F6B84A0CED12800E7A95F0D89C5B5B11CD2FB4,-91.689521,2026-09-19T12:01:13Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Washington, Washington County","['US', 'Iowa', 'Washington County', 'Washington']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4MjcwNSIsInMiOiJzb0tJcVVhMDhSR2s2ZEN2SGNIcDlnIn0.N4wueFtfHfsxq686KTdTRhtjwZzzf8UQ6GYv7wL-79s,0.0,38.352997,5890782705,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782705?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=B162F16A26CBC909BA3357A4A31B4F8FEDCD63FE,-87.56833,2026-09-19T12:01:13Z,0,72800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Princeton, Gibson County","['US', 'Indiana', 'Gibson County', 'Princeton']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic29LSXFVYTA4UkdrNmRDdkhjSHA5ZyIsImkiOiI1ODkwNzgyNjk0In0.T5m-9GDs-e68kcEEe-6HGU2iyX2eIhl4H6A7LZOQsRw,0.0,38.05728,5890782694,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782694?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=12B1AC7C68C625BB3773309965BA2AB50747792E,-87.26244,2026-09-19T12:01:13Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Boonville, Warrick County","['US', 'Indiana', 'Warrick County', 'Boonville']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4MjcwNiIsInMiOiJzb0tJcVVhMDhSR2s2ZEN2SGNIcDlnIn0.jQiR39_0EITxmZR5TToQAl83kPXt-ezx7R77IcaE-mI,0.0,38.05728,5890782706,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782706?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=6289015AB9C8D87EA6543833044918664E09C7AB,-87.26244,2026-09-19T12:01:13Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Boonville, Warrick County","['US', 'Indiana', 'Warrick County', 'Boonville']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic29LSXFVYTA4UkdrNmRDdkhjSHA5ZyIsImkiOiI1ODkwNzgyNzA0In0.T-l2obmjadGeb1enRwg8TeDzFjNnaN7lvbi-8wVQ-o8,0.0,41.299402,5890782704,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782704?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=E22100F42DF914BED935DBB3A30C81D1B269BE8F,-91.689521,2026-09-19T12:01:13Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Washington, Washington County","['US', 'Iowa', 'Washington County', 'Washington']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc4MjY1OSIsInMiOiJzb0tJcVVhMDhSR2s2ZEN2SGNIcDlnIn0.XYG-jxpvrly6PRFs5yEkiynJ8ESiR4Vagbqmv5Gi3zM,0.0,38.817808,5890782659,full_time,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo Drivers: 2,000 Miles Per Week On Average Up to $7,500 Sign On Bonus Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890782659?se=soKIqUa08RGk6dCvHcHp9g&utm_medium=api&utm_source=abfa41a4&v=4630184A3A06CFF52D3D21C1257465229ACD5330,-95.693916,2026-09-19T12:01:12Z,0,85800.0,U.S. Xpress - OTR,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Carbondale, Osage County","['US', 'Kansas', 'Osage County', 'Carbondale']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
