description,redirect_url,longitude,adref,latitude,salary_min,id,__CLASS__,title,created,salary_is_predicted,salary_max,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
"Job Description Junxion Med Staffing is seeking a travel nurse RN OR Circulate for a travel nursing job in Jackson, Tennessee. Job Description & Requirements - Specialty: OR Circulate - Discipline: RN - Start Date: 07/06/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, days - Employment Type: Travel Summary: Junxion Med Staffing is looking for a OR RN to take an assignment in Jackson, Tennessee. This assignment lasts 13.14 WEEKS and is scheduled to start on July 6, 2026. If the …",https://www.adzuna.com/land/ad/5762596107?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=03E978B1178317CE7017477EA49F23A6AD276204,-88.859124,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MTA3In0.VYSH-AaRFzwqdpnRrZ9nL0N0sMI0uZdjYUfAIHPuLHU,35.58754,25757.44,5762596107,Adzuna::API::Response::Job,Travel OR RN,2026-06-13T08:46:42Z,1,25757.44,Adzuna::API::Response::Company,Junxion Med Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Jackson, Madison County","['US', 'Tennessee', 'Madison County', 'Jackson']",Adzuna::API::Response::Location,,permanent
"Job Description Uniti Med is seeking a travel Nuclear Medicine Technologist for a travel job in Brownwood, Texas. Job Description & Requirements - Specialty: Nuclear Medicine Technologist - Discipline: Allied Health Professional - Start Date: 06/29/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, days - Employment Type: Travel Benefits: - Day 1 Insurance - Cigna medical, MetLife dental and vision insurance - License reimbursement for new licenses needed for each assignment - Dis…",https://www.adzuna.com/land/ad/5762596121?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=C51F96D795B06EE3CB591FC563AE267E1B46A49B,-99.018736,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MTIxIn0._YFoPA1oPpBr7FqWpsBvFi1B-BDtwyk4CoEZbY_fEpY,31.728746,179039.16,5762596121,Adzuna::API::Response::Job,Travel Nuclear Medicine Technologist,2026-06-13T08:46:42Z,1,179039.16,Adzuna::API::Response::Company,Uniti Med,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Brownwood, Brown County","['US', 'Texas', 'Brown County', 'Brownwood']",Adzuna::API::Response::Location,,
"Job Description Do you have the career opportunities as a(an) Emergency Room Clinical Nurse Coordinator you want with your current employer? We have an exciting opportunity for you to join Menorah Medical Center which is part of the nation's leading provider of healthcare services, HCA Healthcare. Job Summary and Qualifications The Clinical Nurse Coordinator (CNC) ensures and delivers high quality, patient-centered care and coordination of all functions in the unit/department during the designa…",https://www.adzuna.com/land/ad/5762596086?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=ABB2044E0F729CF39D6551568F1F3B7D039D5019,-94.619244,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjA4NiIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.RI0m8JmVkjIlhWhVPfviZFbBhBc_smoWLY-mYO9AFpQ,38.958506,57046.12,5762596086,Adzuna::API::Response::Job,Emergency Room Clinical Nurse Coordinator,2026-06-13T08:46:42Z,1,57046.12,Adzuna::API::Response::Company,Menorah Medical Center,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Leawood, Johnson County","['US', 'Kansas', 'Johnson County', 'Leawood']",Adzuna::API::Response::Location,,
"Job Description Ardor Health Solutions is seeking a travel nurse RN Home Health for a travel nursing job in La Grange, Kentucky. Job Description & Requirements - Specialty: Home Health - Discipline: RN - Start Date: 07/06/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours, days - Employment Type: Travel Location: Near Louisville, KY Setting: HOME HEALTH Employment Type: Traveler Ardor Health Solutions is looking for a Home Health - RN to join our travel team near Louisville, KY! Thi…",https://www.adzuna.com/land/ad/5762596087?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=5828BC9FF75F838E5511FAC5EE7A0E507D1A20B3,-85.378847,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjA4NyIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.-LnVWv8WgN7uzokjV9mhGjT2U1BninvlmPsxejWaBwI,38.407567,89104.56,5762596087,Adzuna::API::Response::Job,Travel Home Health Registered Nurse,2026-06-13T08:46:42Z,1,89104.56,Adzuna::API::Response::Company,Ardor Health Solutions,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"La Grange, Oldham County","['US', 'Kentucky', 'Oldham County', 'La Grange']",Adzuna::API::Response::Location,full_time,contract
"Job Description PRN Healthcare is seeking a travel nurse RN Cardiac Cath Lab for a travel nursing job in Florence, Alabama. Job Description & Requirements - Specialty: Cardiac Cath Lab - Discipline: RN - Start Date: 07/13/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours, days - Employment Type: Travel PRN Healthcare Job ID 1546033. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: …",https://www.adzuna.com/land/ad/5762596117?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=11C19BAA88C8FFD1FB699BA2B9820841B35A075F,-87.648247,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MTE3In0.NbaTa4-RbaHRxxGM3iud5Cm_6CIJSzBm230GU0MpE1M,34.828743,115123.96,5762596117,Adzuna::API::Response::Job,Travel RN - Cardiac Cath Lab,2026-06-13T08:46:42Z,1,115123.96,Adzuna::API::Response::Company,PRN Healthcare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Florence, Lauderdale County","['US', 'Alabama', 'Lauderdale County', 'Florence']",Adzuna::API::Response::Location,,contract
"Job Description American Medical Staffing is seeking a travel nurse RN NICU - Neonatal Intensive Care for a travel nursing job in Austin, Texas. Job Description & Requirements - Specialty: NICU - Neonatal Intensive Care - Discipline: RN - Start Date: 06/29/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel We’re living in the new normal. Lives and careers look different today. So why shouldn’t you have a role that delivers excitement, fewer restric…",https://www.adzuna.com/land/ad/5762596085?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=E1F961B10FD7D4B810D680154EE29BADBBEAACB0,-97.744386,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjA4NSIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.VXtV9ttqdKxsAt61i7C7pTvXI5ohDNwUhFclDz82Caw,30.272921,41975.85,5762596085,Adzuna::API::Response::Job,Travel NICU RN,2026-06-13T08:46:42Z,1,41975.85,Adzuna::API::Response::Company,American Medical Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Austin, Travis County","['US', 'Texas', 'Travis County', 'Austin']",Adzuna::API::Response::Location,,contract
"Job Description Stability Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Geneva, New York. Job Description & Requirements - Specialty: Med Surg - Discipline: RN - Start Date: 07/20/2026 - Duration: 14 weeks - 36 hours per week - Shift: 12 hours - Employment Type: Travel Stability Healthcare is looking for a Med-Surg RN contract position in Geneva, NY. The majority of hospitalized patients are admitted to M/S either directly or after surgery. M/S is also where patie…",https://www.adzuna.com/land/ad/5762596114?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=85B84C85A8A849E26B70DC1EDEBB8501FF20979E,-76.977744,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MTE0In0.SsoMvTYAWuH3S6iIzWQRv6HjafiWAsFAZgdolcZip_A,42.868955,73805.56,5762596114,Adzuna::API::Response::Job,Travel Med-Surg Registered Nurse,2026-06-13T08:46:42Z,1,73805.56,Adzuna::API::Response::Company,Stability Healthcare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Geneva, Ontario County","['US', 'New York', 'Ontario County', 'Geneva']",Adzuna::API::Response::Location,,contract
"Job Description Address: 1075 Carpenters Way, Lakeland, FL 33809 Strong staffing Support when it matters most. Technology and tools that streamline patient monitoring and communication to help you work more efficiently. Robust supply chains to keep you fully equipped. Ongoing clinical education to improve your skills. As a Registered Nurse at HCA Florida Brandon Hospital, you’ll have all the staffing support, technology and resources you need to deliver safe, high-quality care—so you can focus …",https://www.adzuna.com/land/ad/5762596115?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=A2027789D0C5701A80BEE1DD9C1F6AE57FA0830A,-82.302518,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjExNSIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.26iEGO30sIO6ctQ7BJHdXNllA-qPHulq5dYK49HO1Ks,27.934039,42599.2,5762596115,Adzuna::API::Response::Job,North Lakeland FSED Clinical Nurse Coordinator,2026-06-13T08:46:42Z,1,42599.2,Adzuna::API::Response::Company,HCA Florida Brandon Hospital,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Brandon, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Brandon']",Adzuna::API::Response::Location,,
"Job Description Focus Staff is seeking a travel Certified Respiratory Therapy - NICU for a travel job in Panama City, Florida. Job Description & Requirements - Specialty: Certified Respiratory Therapy - NICU - Discipline: Allied Health Professional - Start Date: 07/06/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, days - Employment Type: Travel We currently have a client in Panama City, FL looking for Traveling Respiratory Therapist (RRT)! Focus Staff is seeking a traveling Re…",https://www.adzuna.com/land/ad/5762596100?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=1CA087BDCD11A5AB89D3236B93F4AFACC2F475C1,-85.6589,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MTAwIn0.OIb39uN3LIyRDBM3JR0elEuKZ_GOefgA8EgNDH4NAcU,30.162401,61270.64,5762596100,Adzuna::API::Response::Job,Travel NICU Respiratory Therapist,2026-06-13T08:46:42Z,1,61270.64,Adzuna::API::Response::Company,Focus Staff,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Panama City, Bay County","['US', 'Florida', 'Bay County', 'Panama City']",Adzuna::API::Response::Location,part_time,contract
"Job Description Stability Healthcare is seeking a travel nurse RN Telemetry for a travel nursing job in Springfield, Missouri. Job Description & Requirements - Specialty: Telemetry - Discipline: RN - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Stability Healthcare is looking for a Telemetry RN contract position in Springfield, MO. Telemetry nurses care for patients by using medical equipment to monitor blood pressure, heart rate, blood oxygen level…",https://www.adzuna.com/land/ad/5762596102?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=EB5B50D26FAA5AEE3620A503A1D98ACE509BC05C,-93.328184,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjEwMiIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.rvt3x32ooewl4yWR1hnrCyxKWRHvwp7KtZ4isjjtB5I,37.22078,53039.78,5762596102,Adzuna::API::Response::Job,Travel Telemetry RN,2026-06-13T08:46:42Z,1,53039.78,Adzuna::API::Response::Company,Stability Healthcare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Springfield, Greene County","['US', 'Missouri', 'Greene County', 'Springfield']",Adzuna::API::Response::Location,,contract
"Job Description Job Description CDL-A Regional Truck Driver – Home Weekends - All the Mileage You Want Drive Strong During the Week. Be Home Where It Matters on the Weekend. MNS1 Express is hiring experienced CDL-A Regional truck drivers to haul dry van, no-touch freight throughout the Midwest. If you want strong weekly pay, consistent miles, newer equipment, and true weekend home time, this is the job built for you. Our drivers run hard Monday through Friday and are home every weekend — becaus…",https://www.adzuna.com/land/ad/5762596057?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=9BD28FD39367F72629775C0221CAA23FF409D1AE,-85.472459,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MDU3In0.18_ESZ2sH1Otu-yYrYu0zH6Nq8ZmOfGIjy9aDBQfrDU,38.324236,68062.09,5762596057,Adzuna::API::Response::Job,CDL A Regional Truck Driver - Home Weekly,2026-06-13T08:46:41Z,1,68062.09,Adzuna::API::Response::Company,MNS1 Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Crestwood, Oldham County","['US', 'Kentucky', 'Oldham County', 'Crestwood']",Adzuna::API::Response::Location,,
"Job Description HCS 247 Travel is seeking a travel nurse RN Med Surg for a travel nursing job in Portsmouth, New Hampshire. Job Description & Requirements - Specialty: Med Surg - Discipline: RN - Start Date: 06/22/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, days - Employment Type: Travel - Aggressive Compensation Packages - Lodging Per-Diem for those who qualify - Meals and Incidentals Allowance for those who qualify - Travel Expense Allowance for those who qualify - Medica…",https://www.adzuna.com/land/ad/5762596080?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=2F14FDB30AF460311CE1841A1EA1377C57274639,-70.762553,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjA4MCIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.a8vnCClnAvlShPGixDSq0BvVtpsYf8EF8h-6qe8SO9k,43.071755,146582.38,5762596080,Adzuna::API::Response::Job,Travel Med Surg RN,2026-06-13T08:46:41Z,1,146582.38,Adzuna::API::Response::Company,HCS 247 Travel,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Portsmouth, Rockingham County","['US', 'New Hampshire', 'Rockingham County', 'Portsmouth']",Adzuna::API::Response::Location,full_time,contract
"Job Description Job Description Clinical Psychologist – Veteran Disability Assessments We are seeking a dedicated Clinical Psychologist to join our team in performing medical assessments for U.S. Veterans as part of the VA's disability benefits process. In performing Disability Assessments, you will review behavioral health records electronically through a secure Web Portal and perform a comprehensive assessment in-person on each Veteran. Key Responsibilities: - Conduct in-person disability ass…",https://www.adzuna.com/land/ad/5762596064?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=84EC5CDD41E8AD79EA0BB362EE20645933512F6F,-81.122875,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjU5NjA2NCIsInMiOiJ0SUxYbVRsbjhSR2ZCNzJ6X0RyWWVRIn0.5kShBY0gzycm8KuDy8_WQ5kWK-qM3F3SkxN2Qc1AU-c,37.743172,121844.59,5762596064,Adzuna::API::Response::Job,Clinical Psychologist - Beckley WV,2026-06-13T08:46:41Z,1,121844.59,Adzuna::API::Response::Company,MRG Exams,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Daniels, Raleigh County","['US', 'West Virginia', 'Raleigh County', 'Daniels']",Adzuna::API::Response::Location,full_time,
"Job Description Dollar General Fleet is Now Hiring Experienced CDL-A Company DriversEarn Up to $100,000 per Year* - Home Weekly* Pay & Benefits: - Drivers earn up to $100,000 per year with 2 years of experience - Earn 65 CPM - 76 CPM* - Paid weekly - Mile and stop pay - Quarterly & annual safety bonus - Weekly home-time, regional routes* - Average 1,000 - 1,250 miles per week - 401(k) - DG will match the first 5% contributed, dollar for dollar after the driver has reached 1 year 1 quarter emplo…",https://www.adzuna.com/land/ad/5762596046?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=4E40AAC6AE812155E6864AC0049C03187374411E,-79.701155,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MDQ2In0.P_PZO6G_KECtDH0W0h6vMEtWWyA3qiX7I2-5VrHXXhE,40.324514,67049.21,5762596046,Adzuna::API::Response::Job,Regional CDL-A Truck Driver,2026-06-13T08:46:41Z,1,67049.21,Adzuna::API::Response::Company,Dollar General Fleet,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Irwin, Westmoreland County","['US', 'Pennsylvania', 'Westmoreland County', 'Irwin']",Adzuna::API::Response::Location,,
"Job Description Trustaff is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Lexington, Kentucky. Job Description & Requirements - Specialty: ICU - Intensive Care Unit - Discipline: RN - Start Date: 07/13/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel As an ICU RN, you'll provide hands-on care for critically ill patients. Intensive Care nurses must be able to assess, plan, and implement care strategies for patient…",https://www.adzuna.com/land/ad/5762596066?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=04B93761A6426C0441DB6FA522F48FF561AEAE40,-84.485507,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MDY2In0.7Uj926Zx2S5t8mmgKpMxjeRYy4CKteWV1oZ6esyHPDk,38.013412,110248.24,5762596066,Adzuna::API::Response::Job,Travel Nurse RN - ICU - Intensive Care Unit,2026-06-13T08:46:41Z,1,110248.24,Adzuna::API::Response::Company,Trustaff,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Lexington, Fayette County","['US', 'Kentucky', 'Fayette County', 'Lexington']",Adzuna::API::Response::Location,,
"Job Description Fiber Staffing is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Elgin, North Dakota. Job Description & Requirements - Specialty: ED - Emergency Department - Discipline: RN - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel About Fiber Staffing We are the boutique experience of healthcare staffing agencies. We've mastered our craft, so you receive the support and experience you deserve.",https://www.adzuna.com/land/ad/5762596054?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=A20EEAF0EE0FEE547EA103E33CA03307AD075E11,-101.845979,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MDU0In0.1XGt3qZOM7fOS7qAhT8PNGcpnlL-1Mgowz8d2JUEbig,46.403896,94894.2,5762596054,Adzuna::API::Response::Job,Travel Nurse RN - ED - Emergency Department,2026-06-13T08:46:41Z,1,94894.2,Adzuna::API::Response::Company,Fiber Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Elgin, Grant County","['US', 'North Dakota', 'Grant County', 'Elgin']",Adzuna::API::Response::Location,,
"Job Description Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work. A Brief Overview At the front line of the Safelite experience, the Auto Glass Technician is an entrepreneurial, hands-on professional that leverages th…",https://www.adzuna.com/land/ad/5762596067?se=tILXmTln8RGfB72z_DrYeQ&utm_medium=api&utm_source=abfa41a4&v=514DD42D95F07CE6A145FF09A8845F2EB1C01472,-70.705594,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElMWG1UbG44UkdmQjcyel9EclllUSIsImkiOiI1NzYyNTk2MDY3In0.hmmT7wGJeATy7hS2t7PzLb45oQJJ9UeTFDbQAmt2djg,42.091769,46173.66,5762596067,Adzuna::API::Response::Job,Experienced Auto Glass Installation Tech,2026-06-13T08:46:41Z,1,46173.66,Adzuna::API::Response::Company,Safelite,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,"Marshfield, Plymouth County","['US', 'Massachusetts', 'Plymouth County', 'Marshfield']",Adzuna::API::Response::Location,,
