description,latitude,redirect_url,created,contract_time,salary_is_predicted,salary_max,__CLASS__,adref,longitude,id,title,salary_min,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.tag,category.__CLASS__,category.label,contract_type
"Logistics at full potential. At GXO, we’re constantly looking for talented individuals at all levels who can deliver the caliber of service our company requires. You know that a positive work environment creates happy employees, which boosts productivity and dedication. On our team, you’ll have the support to excel at work and the resources to build a career you can be proud of. Afternoon Shift, Monday – Friday, 12:00pm – 8:30pm Our employees are our greatest asset, and we look for leaders who …",43.051789,https://www.adzuna.com/land/ad/5812397001?se=3tVBGKqG8RG-gJlD41DMNg&utm_medium=api&utm_source=abfa41a4&v=5C57326786CE2288F56AC9AD212CB2F0ADEB0DB3,2026-07-23T09:55:34Z,,1,70649.84,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5NzAwMSIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.z_KNRfyQoGWpFRcmhKc2z6ebRg9TceaV7m9yB1IKc_I,-71.303856,5812397001,Lead II - Afternoon Shift,70649.84,Adzuna::API::Response::Company,GXO Logistics,"Candia, Rockingham County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Rockingham County', 'Candia']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? Location: Salem, MO Schedule: Monday – Saturday typically 3AM – 6AM or 6pm-8pm Avg 10-12 hour shifts Some travel and overnights required to other domicile locations. Hotel and per diem provided The starting pay is is $34.06 per hour! Benefits for this role …",37.454403,https://www.adzuna.com/land/ad/5812396996?se=3tVBGKqG8RG-gJlD41DMNg&utm_medium=api&utm_source=abfa41a4&v=B0A9AD12270F51E1F94CABFF9AE2258D85278823,2026-07-23T09:55:34Z,,1,75465.58,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk2OTk2In0.d61OpP_YCgerMnmGkN5_-m1kwL1jYhpv7hSBF6pHm5c,-91.208585,5812396996,Class A Delivery Driver,75465.58,Adzuna::API::Response::Company,"US Foods, Inc.","Bunker, Reynolds County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Reynolds County', 'Bunker']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? We help YOU make it! Our shuttle drivers make $24.95 / hour! Benefits medical, dental, vision, 401K, life insurance, strong safety culture, and much more! US Foods is one of the largest food distributors with a culture and history of promoting from within, …",37.817167,https://www.adzuna.com/land/ad/5812397006?se=3tVBGKqG8RG-gJlD41DMNg&utm_medium=api&utm_source=abfa41a4&v=1D21B93545EC881FCC77EAE755E1CE1978235A17,2026-07-23T09:55:34Z,,1,65278.32,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk3MDA2In0.cxb1m1SF83UM7p86bEPtHN5NvchGgYjnS-ks5hrg3Y8,-96.851232,5812397006,"CDL A Shuttle Driver - Wichita, KS",65278.32,Adzuna::API::Response::Company,"US Foods, Inc.","El Dorado, Butler County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Butler County', 'El Dorado']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"Registered Nurse (RN) | Cardiovascular Intensive Care Unit Location: Rockford, IL Agency: Lancesoft Inc Pay: $2,228 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with Lancesoft Inc to find a qualified CVICU RN in Rockford, Illinois, 61103! We are currently seeking qualified candidates for RN Position Details: Location Rockford, IL Shift 3 - 12HR Days, 07:00:00-19:00:00, 12.00-3 Duration of Assign…",42.331667,https://www.adzuna.com/details/5812397012?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,8910.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5NzAxMiIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.zEKgs_YBwl8wh45N-TTbwlOufXwrE9KuMvPu6sySdKw,-89.151548,5812397012,"Travel Nurse RN - Cardiovascular Intensive Care Unit - $2,228 per week in Rockford, IL",8910.0,Adzuna::API::Response::Company,TravelNurseSource,"Rockford, Winnebago County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Winnebago County', 'Rockford']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Registered Nurse (RN) | Pediatric Med/Surg Location: Alturas, CA Agency: Lancesoft Inc Pay: $2,840 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: ASAP About the Position We are currently seeking qualified candidates for RN Position Details: Location Alturas, CA Shift Custom Shift Night, 16:00:00-00:00:00, 8.00-3 Duration of Assignment 91 Day 1 Medical, Health, Dental, Vision. $500 Referral Bonus",41.487115,https://www.adzuna.com/details/5812396990?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,11358.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk2OTkwIn0.TNOGSLwvzHDXFGAbz4SZsvgZui1f8bhLK5FIcPqaKKY,-120.542456,5812396990,"Travel Nurse RN - Pediatric Med/Surg - $2,840 per week in Alturas, CA",11358.0,Adzuna::API::Response::Company,Lancesoft Inc,"Alturas, Modoc County",Adzuna::API::Response::Location,"['US', 'California', 'Modoc County', 'Alturas']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Registered Nurse (RN) | Neuro ICU Location: Honolulu, HI Agency: Lancesoft Inc Pay: Competitive weekly pay (inquire for details) Shift Information: Nights Contract Duration: 52 Weeks Start Date: 9/14/2026 About the Position We are currently seeking qualified candidates for RN Position Details: Location Honolulu, HI Shift Custom Shift Night, 16:00:00-00:00:00, 8.00-3 Duration of Assignment 365 Day 1 Medical, Health, Dental, Vision. $500 Referral Bonus",21.442979,https://www.adzuna.com/details/5812396985?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,1,17569.37,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5Njk4NSIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.2dokAIDVOSRJVyMDeqmi3DDa3Uim0sDwaERqANS3E8E,-157.97263,5812396985,"Travel Nurse RN - Neuro ICU in Honolulu, HI",17569.37,Adzuna::API::Response::Company,Lancesoft Inc,"Honolulu, Hawaii",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Fairfield, IA Agency: Lancesoft Inc Pay: $2,326 per week Contract Duration: 13 Weeks Start Date: 8/17/2026 About the Position TravelNurseSource is working with Lancesoft Inc to find a qualified ER/Trauma RN in Fairfield, Iowa, 52556! We are currently seeking qualified candidates for RN Position Details: Location Fairfield, IA Shift Rotating, 18:00:00-06:00:00, 12.00-3 Duration of Assignment 91 Day 1 Medical, Health, Dental, Vision. …",41.007222,https://www.adzuna.com/details/5812396992?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,9302.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5Njk5MiIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.dhbBYNeEb-3m9zxghr7DHTpJ9eqlm0C2xOvaNGWvDqc,-91.965833,5812396992,"Travel Nurse RN - Emergency Room (ER) / Trauma - $2,326 per week in Fairfield, IA",9302.0,Adzuna::API::Response::Company,TravelNurseSource,"Fairfield, Jefferson County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Jefferson County', 'Fairfield']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",43.382295,https://www.adzuna.com/land/ad/5812397013?se=3tVBGKqG8RG-gJlD41DMNg&utm_medium=api&utm_source=abfa41a4&v=596EA7EAE730BD334DAD96B410628D297158E631,2026-07-23T09:55:34Z,,1,69093.65,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5NzAxMyIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.9dtO_I--qSBWeNCaU4u_TPz3v2_Jo9I7UPky4j5zX84,-72.638428,5812397013,Work From Home Sales Specialist,69093.65,Adzuna::API::Response::Company,HMG Careers,"Proctorsville, Windsor County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Windsor County', 'Proctorsville']",sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",37.718384,https://www.adzuna.com/land/ad/5812397005?se=3tVBGKqG8RG-gJlD41DMNg&utm_medium=api&utm_source=abfa41a4&v=B1D98C4789090D5267FE999947EE40C8F0A8351E,2026-07-23T09:55:34Z,,1,73576.6,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5NzAwNSIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.lk8DO6gBUWYc70NhHqK6TQ0byI9WYtySMzka-HWgh9k,-89.485929,5812397005,Remote Sales Enrollment Specialist,73576.6,Adzuna::API::Response::Company,HMG Careers,"Gorham, Jackson County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Jackson County', 'Gorham']",sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
"Registered Nurse (RN) | Pediatric Med/Surg Location: Bethel, AK Agency: Lancesoft Inc Pay: $2,448 per week Contract Duration: 13 Weeks Start Date: 8/18/2026 About the Position We are currently seeking qualified candidates for RN Position Details: Location Bethel, AK Shift Rotating, 18:00:00-06:00:00, 12.00-3 Duration of Assignment 91 Day 1 Medical, Health, Dental, Vision. $500 Referral Bonus",60.758185,https://www.adzuna.com/details/5812396989?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,9792.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5Njk4OSIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.rUYSKnq_-T6DC2DBtnT0I9vEOjvhz6q1vfgHYA1xlSw,-161.620598,5812396989,"Travel Nurse RN - Pediatric Med/Surg - $2,448 per week in Bethel, AK",9792.0,Adzuna::API::Response::Company,Lancesoft Inc,"Bethel, Alaska",Adzuna::API::Response::Location,"['US', 'Alaska', 'Bethel']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Registered Nurse (RN) | Pediatric Med/Surg Location: Morristown, VT Agency: Lancesoft Inc Pay: $2,179 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 8/13/2026 About the Position We are currently seeking qualified candidates for RN Position Details: Location Morristown, VT Shift Custom Shift Day, 00:00:00-08:00:00, 8.00-3 Duration of Assignment 91 Day 1 Medical, Health, Dental, Vision. $500 Referral Bonus",44.557274,https://www.adzuna.com/details/5812396983?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,8714.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk2OTgzIn0.ShACid0RFjBqBZBU3vtZpiRt9LzrIP2DFTuf9thxces,-72.623728,5812396983,"Travel Nurse RN - Pediatric Med/Surg - $2,179 per week in Morristown, VT",8714.0,Adzuna::API::Response::Company,Lancesoft Inc,"Morristown, Lamoille County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Lamoille County', 'Morristown']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Registered Nurse (RN) | Neuro ICU Location: Honolulu, HI Agency: Lancesoft Inc Pay: Competitive weekly pay (inquire for details) Shift Information: Nights Contract Duration: 52 Weeks Start Date: 9/14/2026 About the Position TravelNurseSource is working with Lancesoft Inc to find a qualified Neuro ICU RN in Honolulu, Hawaii, 96813! We are currently seeking qualified candidates for RN Position Details: Location Honolulu, HI Shift Custom Shift Night, 16:00:00-00:00:00, 8.00-3 Duration of Assignmen…",21.442979,https://www.adzuna.com/details/5812397003?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,1,13273.04,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk3MDAzIn0.pDWbps2-agvYBxzSwn9uwCf5iC2CuSNt-gh6zS2BdOo,-157.97263,5812397003,"Travel Nurse RN - Neuro ICU in Honolulu, HI",13273.04,Adzuna::API::Response::Company,TravelNurseSource,"Honolulu, Hawaii",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Registered Nurse (RN) | Pediatric Med/Surg Location: Bethel, AK Agency: Lancesoft Inc Pay: $2,448 per week Contract Duration: 13 Weeks Start Date: 8/18/2026 About the Position TravelNurseSource is working with Lancesoft Inc to find a qualified Peds Med/Surg RN in Bethel, Alaska, 99559! We are currently seeking qualified candidates for RN Position Details: Location Bethel, AK Shift Rotating, 18:00:00-06:00:00, 12.00-3 Duration of Assignment 91 Day 1 Medical, Health, Dental, Vision. $500 Referral…",60.758185,https://www.adzuna.com/details/5812396987?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,9792.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk2OTg3In0.GdQywtIzv8BhYPTsDsjQzDzyuBztSFHAjL7sUUdmKKw,-161.620598,5812396987,"Travel Nurse RN - Pediatric Med/Surg - $2,448 per week in Bethel, AK",9792.0,Adzuna::API::Response::Company,TravelNurseSource,"Bethel, Alaska",Adzuna::API::Response::Location,"['US', 'Alaska', 'Bethel']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Registered Nurse (RN) | Labor & Delivery Location: Salida, CO Agency: Lancesoft Inc Pay: $3,060 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 8/13/2026 About the Position TravelNurseSource is working with Lancesoft Inc to find a qualified Labor/Delivery RN in Salida, Colorado, 81201! We are currently seeking qualified candidates for RN Position Details: Location Salida, CO Shift Custom Shift Night, 16:00:00-00:00:00, 8.00-3 Duration of Assignment 91 Day 1 Medical, H…",38.534719,https://www.adzuna.com/details/5812396986?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,12240.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk2OTg2In0.5NwkR_X-MmDnom_WipQv4HWu6nN1PhBiZoYeevOrdkI,-105.998902,5812396986,"Travel Nurse RN - Labor & Delivery - $3,060 per week in Salida, CO",12240.0,Adzuna::API::Response::Company,TravelNurseSource,"Salida, Chaffee County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Chaffee County', 'Salida']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",18.379193,https://www.adzuna.com/land/ad/5812397009?se=3tVBGKqG8RG-gJlD41DMNg&utm_medium=api&utm_source=abfa41a4&v=43E118FF5DE9496B2E8F002A056AD102514A5854,2026-07-23T09:55:34Z,,1,74618.97,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM3RWQkdLcUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyMzk3MDA5In0.XoZcDYSn2WkZzdZszMhyu_aUOjzwArYHvlLmk0sDo3A,-65.901022,5812397009,Remote Sales Enrollment Specialist,74618.97,Adzuna::API::Response::Company,HMG Careers,"Parc San Isidro, Canóvanas",Adzuna::API::Response::Location,"['US', 'Puerto Rico', 'Canóvanas', 'Parc San Isidro']",sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Fairfield, IA Agency: Lancesoft Inc Pay: $2,326 per week Contract Duration: 13 Weeks Start Date: 8/17/2026 About the Position We are currently seeking qualified candidates for RN Position Details: Location Fairfield, IA Shift Rotating, 18:00:00-06:00:00, 12.00-3 Duration of Assignment 91 Day 1 Medical, Health, Dental, Vision. $500 Referral Bonus",41.007222,https://www.adzuna.com/details/5812396991?utm_medium=api&utm_source=abfa41a4,2026-07-23T09:55:34Z,full_time,0,9302.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjM5Njk5MSIsInMiOiIzdFZCR0txRzhSRy1nSmxENDFETU5nIn0.NHsUmK_UE666qmhQd88Fw83LVYscDUx6EAr4yPU1fjk,-91.965833,5812396991,"Travel Nurse RN - Emergency Room (ER) / Trauma - $2,326 per week in Fairfield, IA",9302.0,Adzuna::API::Response::Company,Lancesoft Inc,"Fairfield, Jefferson County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Jefferson County', 'Fairfield']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,contract
